id,text,model_prediction,is_correct,actual_pillar,clean_text,notes,category,video_id
b1070af4-140a-4620-9c90-cba55eac4494,Crazy how it takes 15 hits to down you now adays🤣,JOY,1,"",Crazy how it takes 15 hits to down you now adays :rolling_on_the_floor_laughing:,amusement (0.874),gaming,55e9ebed-5739-4576-84da-fe7c9f052e41
4b65f679-96d1-4f7d-bed5-6c16b321cab8,"This games zombies is so bad, in bo2 and bo3 I couldn’t get passed round 40 now I can’t get to 100 easily and not even break a sweat 😓",SADNESS,1,"","This games zombies is so bad, in bo2 and bo3 I couldn't get passed round 40 now I can't get to 100 easily and not even break a sweat :downcast_face_with_sweat:",disappointment (0.337),gaming,55e9ebed-5739-4576-84da-fe7c9f052e41
a60cb4f2-013a-4343-adc1-4015261f6bfe,@alezzztorb uff,NEUTRAL,1,"",uff,neutral (0.998),gaming,55e9ebed-5739-4576-84da-fe7c9f052e41
f975b623-8168-454e-adbb-751e5a24a81a,💀😂😂,NEUTRAL,0,JOY,:skull: :face_with_tears_of_joy: :face_with_tears_of_joy:,neutral (0.569),gaming,55e9ebed-5739-4576-84da-fe7c9f052e41
2f1f5c44-1444-4ea5-b10e-7fcc38b06154,Dried precum lookin ahh,NEUTRAL,1,"",Dried precum lookin ahh,neutral (0.995),gaming,5d875cbe-40ff-4ccc-9dab-ab39f3fd336c
c6f7f2c7-cd54-41fd-a437-836e91a084fe,Bro I learnt that it is mostly salts dissolved in h2o 😂😂 wdh is this,NEUTRAL,0,ANGER,Bro I learnt that it is mostly salts dissolved in h2o :face_with_tears_of_joy: :face_with_tears_of_joy: wdh is this,neutral (0.64),gaming,5d875cbe-40ff-4ccc-9dab-ab39f3fd336c
320f55b3-33a1-46b2-854a-2dd4a40e1951,That's glue,NEUTRAL,1,"",That's glue,neutral (0.997),gaming,5d875cbe-40ff-4ccc-9dab-ab39f3fd336c
97947335-521f-4806-b3f7-0aa6a0d72f45,"Earbuds, earphones, AirPods, speaker on Discord/PS Mobile app/Xbox Mobile app…come on bruva! Smh",NEUTRAL,0,SADNESS,"Earbuds, earphones, AirPods, speaker on DiscordPS Mobile appXbox Mobile appcome on bruva! Smh",neutral (0.998),gaming,5d875cbe-40ff-4ccc-9dab-ab39f3fd336c
7bd9bc0e-e5f9-4d18-988a-d1576bdba745,Since when did sweat dry white - clearly glue,SURPRISE,0,SADNESS,Since when did sweat dry white clearly glue,curiosity (0.407),gaming,5d875cbe-40ff-4ccc-9dab-ab39f3fd336c
f1ac9cbc-fa19-4170-a8a7-404ab87f3a32,"Sam’s long overdue for his own show, Hayden got his flowers last celebration, but I’m here for all the flowers for Ahmed Best",NEUTRAL,1,"","Sam's long overdue for his own show, Hayden got his flowers last celebration, but I'm here for all the flowers for Ahmed Best",neutral (0.663),gaming,6f11060f-e30d-4d87-b638-c5687eee8776
1804b8d2-20a5-4998-81bc-ec963607084d,❤️❤️❤️,NEUTRAL,0,JOY,:red_heart: :red_heart: :red_heart:,neutral (0.998),gaming,6f11060f-e30d-4d87-b638-c5687eee8776
b183e039-5c4e-4ac1-965c-a68b4092c6a2,Now play deadspace,NEUTRAL,1,"",Now play deadspace,neutral (0.998),gaming,6f11060f-e30d-4d87-b638-c5687eee8776
6891e622-4ca5-4b76-b69d-e04043751f9c,This guy is Henry Cavill of sw universe...they need more of him in the shows,NEUTRAL,0,JOY,This guy is Henry Cavill of sw universe...they need more of him in the shows,neutral (0.994),gaming,6f11060f-e30d-4d87-b638-c5687eee8776
94e00463-1f45-4ae4-836e-1d890349f813,curious.minds.lab,SURPRISE,1,"",curious.minds.lab,curiosity (0.874),gaming,6f11060f-e30d-4d87-b638-c5687eee8776
879d7485-be07-4e9a-b9ae-ed570aeb76a4,"About 8 hours into this game! I am really enjoying it as a Harry Potter fan and a gamer! Nothing ground breaking here by any means but it takes proven fun game mechanics we have seen in other great games and then throws them into a polished open world Hogwarts and it's surrounding areas. The only little jab I can give so far is the outfits are a bit reminiscent of saints row or dead rising games where you look a bit funny compared to everyone else in the cutscenes! But hey, I find that stuff hilarious so I give it a free pass 🤣",JOY,1,"","About 8 hours into this game! I am really enjoying it as a Harry Potter fan and a gamer! Nothing ground breaking here by any means but it takes proven fun game mechanics we have seen in other great games and then throws them into a polished open world Hogwarts and it's surrounding areas. The only little jab I can give so far is the outfits are a bit reminiscent of saints row or dead rising games where you look a bit funny compared to everyone else in the cutscenes! But hey, I find that stuff hilarious so I give it a free pass :rolling_on_the_floor_laughing:",joy (0.741),gaming,743c3ce7-6868-4847-b3d2-24c85a37f571
ff6c45a9-118b-4d7a-b0c1-37e44e3f5907,Why is this pinned lol,JOY,1,"",Why is this pinned lol,amusement (0.974),gaming,743c3ce7-6868-4847-b3d2-24c85a37f571
d1d51f6a-0d39-4f74-842d-b5319a0d8ac5,Can’t wait to see the murder sprees that will take place in hogwarts,JOY,1,"",Can't wait to see the murder sprees that will take place in hogwarts,excitement (0.782),gaming,743c3ce7-6868-4847-b3d2-24c85a37f571
d1b894bc-7046-43f9-86f7-f32715f252a0,@craigp9 beyond excited!!!!,JOY,1,"",beyond excited!!!!,excitement (0.93),gaming,743c3ce7-6868-4847-b3d2-24c85a37f571
3c7aa97c-eba4-4333-9724-df864fdfe9b6,Lester loved the lady boys,JOY,1,"",Lester loved the lady boys,love (0.992),gaming,832bb0b8-07ce-45ed-923e-5d025d385efc
af186f12-7006-428d-8c59-858fc1eaffa4,Odd question. Will we(GTAO Protagonist) be in gta 6?,SURPRISE,1,"",Odd question. Will weGTAO Protagonist be in gta 6?,curiosity (0.835),gaming,832bb0b8-07ce-45ed-923e-5d025d385efc
a8625794-72df-41a6-8685-40522a9beb16,I thank them for that,JOY,1,"",I thank them for that,gratitude (0.999),gaming,832bb0b8-07ce-45ed-923e-5d025d385efc
a90f7cc2-acf4-4b15-bb34-c0b3131d7db5,Any danger of you following the damn train?!,SURPRISE,1,"",Any danger of you following the damn train?!,curiosity (0.618),gaming,9052af05-c52c-4e7a-8ec9-32594b0cedc6
a9816a7a-b49a-466a-a342-b6de892250f3,Completely necessary,NEUTRAL,1,"",Completely necessary,neutral (0.707),gaming,9052af05-c52c-4e7a-8ec9-32594b0cedc6
259a0f2a-e730-4bc8-ab73-ecba0f4b2691,Guess we knows where his underwear went now.,NEUTRAL,1,"",Guess we knows where his underwear went now.,neutral (0.985),sport,0bf48ad4-065a-41d4-bc63-72169b9f4909
93ff41fd-bea9-4c80-b840-9b2b5f3df400,Joker is a dirty player. Why do people not see this?,ANGER,1,"",Joker is a dirty player. Why do people not see this?,annoyance (0.483),sport,0bf48ad4-065a-41d4-bc63-72169b9f4909
4aecdaef-b2fe-4ad4-9354-4aa99b26762c,U know Bones want smoke…they sent him packing🤷🏽‍♂️🤝,NEUTRAL,1,"",U know Bones want smokethey sent him packing :man_shrugging_medium_skin_tone: :handshake:,neutral (0.998),sport,0bf48ad4-065a-41d4-bc63-72169b9f4909
e5926ce8-7d68-44b7-823a-b1aa6326b573,Best angle I’ve seen . W camera person!,JOY,1,"",Best angle I've seen . W camera person!,admiration (0.994),sport,0bf48ad4-065a-41d4-bc63-72169b9f4909
d5d435c0-74cf-47ad-8a79-bb3be74d98d8,😭,NEUTRAL,0,SADNESS,:loudly_crying_face:,neutral (0.971),sport,0bf48ad4-065a-41d4-bc63-72169b9f4909
56527fcd-109e-47b5-b900-efc1c47ad532,He gon cry in the car😂,SADNESS,0,JOY,He gon cry in the car :face_with_tears_of_joy:,sadness (0.39),sport,103a02b2-5b2f-40b1-bf74-0c8a645ea726
c6fb3b58-1468-44d2-8994-b9d9f68e2ca6,"He paid for the ticket, parking, food and beer I don’t blame him for wanting the free baseball",NEUTRAL,1,"","He paid for the ticket, parking, food and beer I don't blame him for wanting the free baseball",neutral (0.779),sport,103a02b2-5b2f-40b1-bf74-0c8a645ea726
fba0eec0-ecef-4dfc-bb9e-5ae7504cd221,🤦‍♂️,NEUTRAL,0,ANGER,:man_facepalming:,neutral (0.998),sport,103a02b2-5b2f-40b1-bf74-0c8a645ea726
64be47a6-c259-49d0-9170-4371ef966d6c,Sent what?,NEUTRAL,0,SURPRISE,Sent what?,neutral (0.799),sport,103a02b2-5b2f-40b1-bf74-0c8a645ea726
1b5c95cd-0656-42e7-ab76-cd0fb2026a76,Oh man! Amazing catch! Pretty he’s in lots of pain the next day!,JOY,1,"",Oh man! Amazing catch! Pretty he's in lots of pain the next day!,admiration (0.945),sport,103a02b2-5b2f-40b1-bf74-0c8a645ea726
77ce2088-530c-4cd3-b868-0acc8c043ffc,😂😂,NEUTRAL,0,JOY,:face_with_tears_of_joy: :face_with_tears_of_joy:,neutral (0.481),sport,22ca5826-1933-435c-b63f-d93f09616b19
a36763fa-221a-4778-81f8-6f36e080b9cf,Bro could’ve grabbed those lebunbuns,NEUTRAL,1,"",Bro could've grabbed those lebunbuns,neutral (0.997),sport,22ca5826-1933-435c-b63f-d93f09616b19
3220cd6e-18d3-4b85-9366-6e54ce0a459a,I woudlve caught thattt 😭😭,NEUTRAL,0,SADNESS,I woudlve caught thattt :loudly_crying_face: :loudly_crying_face:,neutral (0.977),sport,22ca5826-1933-435c-b63f-d93f09616b19
59803996-e8b9-4e14-b04e-a889022c4dd6,Lelap dance,NEUTRAL,1,"",Lelap dance,neutral (0.997),sport,22ca5826-1933-435c-b63f-d93f09616b19
23eb5819-29c9-48d3-a633-5a3864369fef,🔥🔥🔥,NEUTRAL,0,JOY,:fire: :fire: :fire:,neutral (0.998),sport,22ca5826-1933-435c-b63f-d93f09616b19
a4ba861e-d588-401a-9ac9-c72fabb5f528,INJUSTICE!!!! He wanted the whole fry!!,NEUTRAL,0,ANGER,INJUSTICE!!!! He wanted the whole fry!!,neutral (0.982),sport,359160e7-836e-4a9e-a279-8518db80c562
a59cb985-aac5-438b-854a-0f2772403461,Would have just handed the whole container over 🐶😂,NEUTRAL,1,"",Would have just handed the whole container over :dog_face: :face_with_tears_of_joy:,neutral (0.963),sport,359160e7-836e-4a9e-a279-8518db80c562
c120bfa1-b6a2-4043-a1cb-038cc6ea9468,Stingy af,NEUTRAL,0,ANGER,Stingy af,neutral (0.997),sport,359160e7-836e-4a9e-a279-8518db80c562
a346c3bd-6fea-45f5-a1df-91743de3e7cc,🩷,NEUTRAL,0,JOY,:pink_heart:,neutral (0.998),sport,359160e7-836e-4a9e-a279-8518db80c562
aef21566-217b-4ddf-9479-440d950cadc3,😭,NEUTRAL,0,SADNESS,:loudly_crying_face:,neutral (0.971),sport,359160e7-836e-4a9e-a279-8518db80c562
6ff61366-967e-4ab5-92eb-f0087064db30,wsmvtv,NEUTRAL,1,"",wsmvtv,neutral (0.998),sport,39cf71ea-b3a5-4d21-8cbf-fae2f5702b9c
11c4e56b-5c48-47f6-9364-4b0cd36bae51,🔥🔥🔥🔥🔥🔥🔥,NEUTRAL,0,JOY,:fire: :fire: :fire: :fire: :fire: :fire: :fire:,neutral (0.998),sport,39cf71ea-b3a5-4d21-8cbf-fae2f5702b9c
de7a3008-e8fb-4bb0-8011-ae73081e6efe,Good Dad 🫶,JOY,1,"",Good Dad :heart_hands:,admiration (0.958),sport,39cf71ea-b3a5-4d21-8cbf-fae2f5702b9c
d02d9a72-804b-45b8-8543-be0491ff5c81,Someone check on Dad. He just watched his baby boy play in the majors. He is going through it. 😭,NEUTRAL,0,JOY,Someone check on Dad. He just watched his baby boy play in the majors. He is going through it. :loudly_crying_face:,neutral (0.877),sport,39cf71ea-b3a5-4d21-8cbf-fae2f5702b9c
af7fbf3d-a935-453e-83ce-bc0fae9349a0,nikolaisavic,NEUTRAL,1,"",nikolaisavic,neutral (0.997),sport,39cf71ea-b3a5-4d21-8cbf-fae2f5702b9c
f7e85da1-d8dd-4e9d-8fc5-14db05ac490f,Philadelphia. Philadelphia beats this environment.,NEUTRAL,1,"",Philadelphia. Philadelphia beats this environment.,neutral (0.836),sport,58860c6b-367e-4a18-9069-38e1f9e3bb8e
62a5f84e-668b-48a3-a02e-885fc1d93fd0,While chanting a futbol chant lmao,JOY,1,"",While chanting a futbol chant lmao,amusement (0.889),sport,58860c6b-367e-4a18-9069-38e1f9e3bb8e
5b1e6195-1bef-4c3a-aba2-3bb5950e05f5,lol any futbol stadium or basketball stadium in Europe. But maybe for that sport yes,JOY,1,"",lol any futbol stadium or basketball stadium in Europe. But maybe for that sport yes,amusement (0.974),sport,58860c6b-367e-4a18-9069-38e1f9e3bb8e
f62bf7f6-4802-4534-ba6b-ed86ec321074,Oh nice when’s the last time they’ve won the cup?,SURPRISE,1,"",Oh nice when's the last time they've won the cup?,curiosity (0.928),sport,58860c6b-367e-4a18-9069-38e1f9e3bb8e
8e592a2c-54e0-47e7-beea-5c0e87cc8702,Lincoln financial field. Xfinity mobile center. Citizens bank park,NEUTRAL,1,"",Lincoln financial field. Xfinity mobile center. Citizens bank park,neutral (0.998),sport,58860c6b-367e-4a18-9069-38e1f9e3bb8e
c1e20b8a-4d43-462b-a924-c7d7f2a0bb49,🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🔥🔥🙌🙌🙌🙌🙌🙌,NEUTRAL,0,JOY,:United_States: :United_States: :United_States: :United_States: :United_States: :United_States: :United_States: :United_States: :United_States: :United_States: :United_States: :fire: :fire: :raising_hands: :raising_hands: :raising_hands: :raising_hands: :raising_hands: :raising_hands:,neutral (0.998),sport,5c004dec-b9b3-43ad-8990-32666fd41bf9
9b3d7aa7-0d4e-435f-98cc-e9a3c9555240,🇺🇸 Very cool,JOY,1,"",:United_States: Very cool,admiration (0.674),sport,5c004dec-b9b3-43ad-8990-32666fd41bf9
468bcc17-6143-48e0-ab3e-6528a58ed951,tough 🔥,NEUTRAL,0,JOY,tough :fire:,neutral (0.997),sport,5c004dec-b9b3-43ad-8990-32666fd41bf9
1d69dc36-8180-4807-b5f4-2a4cad820b44,🙌❤️👏👏👏🫡,NEUTRAL,0,JOY,:raising_hands: :red_heart: :clapping_hands: :clapping_hands: :clapping_hands: :saluting_face:,neutral (0.998),sport,5c004dec-b9b3-43ad-8990-32666fd41bf9
a090ec4b-cdf4-4637-84c5-ac51fb6cc7a1,🔥,NEUTRAL,0,JOY,:fire:,neutral (0.998),sport,7c02a8b0-5015-45cf-93a6-4794ed620b70
027b769e-6ee3-4d36-9a81-b83947fcec79,Lucky his shirt was tucked in,JOY,1,"",Lucky his shirt was tucked in,joy (0.753),sport,7c02a8b0-5015-45cf-93a6-4794ed620b70
0dee855d-7e4e-45f1-a593-8b33a7ade700,@zgembo24 😳😂😂😂😂,NEUTRAL,0,JOY,:flushed_face: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,neutral (0.872),sport,7c02a8b0-5015-45cf-93a6-4794ed620b70
ee008d14-4188-4935-948c-743c9676a9bf,"This reel has 7,376 comments from Facebook.",NEUTRAL,1,"","This reel has 7,376 comments from Facebook.",neutral (0.997),sport,7c02a8b0-5015-45cf-93a6-4794ed620b70
94e879a2-7ec5-4818-9653-585248d4c922,Does that count as a catch?,SURPRISE,1,"",Does that count as a catch?,confusion (0.481),sport,7c02a8b0-5015-45cf-93a6-4794ed620b70
6e37da9c-bab8-4132-ad75-7a60d30efc1c,So D Book gets a Tech for trying to save a ball but Shai doesn’t get one for flipping a guy off on the court? Make it make sense?,NEUTRAL,0,ANGER,So D Book gets a Tech for trying to save a ball but Shai doesn't get one for flipping a guy off on the court? Make it make sense?,neutral (0.495),sport,854429cd-907c-4646-ac7d-b842079cd493
673fe27a-7779-41c9-af3b-548324ea9b47,espn,NEUTRAL,1,"",espn,neutral (0.998),sport,854429cd-907c-4646-ac7d-b842079cd493
d16cbc6e-2925-4648-a0e2-a45b34af1c28,"He only had 9 free throws last night, what’s yall excuse now🤡",NEUTRAL,0,ANGER,"He only had 9 free throws last night, what's yall excuse now :clown_face:",neutral (0.976),sport,854429cd-907c-4646-ac7d-b842079cd493
188cf5a1-c530-49a0-9a56-4d7cbd5aa9fd,😴,NEUTRAL,1,"",:sleeping_face:,neutral (0.998),sport,854429cd-907c-4646-ac7d-b842079cd493
9a24ebcd-a35b-4c8e-8475-338012e49262,White boys crying in the comment section 😂☠️ sga lives rent free,NEUTRAL,0,JOY,White boys crying in the comment section :face_with_tears_of_joy: :skull_and_crossbones: sga lives rent free,neutral (0.76),sport,854429cd-907c-4646-ac7d-b842079cd493
b5ec0c14-d71c-48a5-a4ff-48626eaa8a78,NEW META?,NEUTRAL,0,SURPRISE,NEW META?,neutral (0.89),sport,cb1adc7b-760e-4593-8146-32a6fc43da85
762299fd-68f4-4d48-9d60-047b5dd2f1ac,Knuckles,NEUTRAL,1,"",Knuckles,neutral (0.997),sport,cb1adc7b-760e-4593-8146-32a6fc43da85
b9dc5e3d-8be1-4053-ad9c-180af63d12c7,Just like game 4-5 of a Sunday at a 12U tournament.,NEUTRAL,1,"",Just like game 45 of a Sunday at a 12U tournament.,neutral (0.919),sport,cb1adc7b-760e-4593-8146-32a6fc43da85
c0888f97-6f21-4ed8-a9c7-a9a6873877db,Throwing that EEPHUS SMOKE!,ANGER,1,"",Throwing that EEPHUS SMOKE!,anger (0.526),sport,cb1adc7b-760e-4593-8146-32a6fc43da85
998a524c-5331-474c-8db8-eb43b8404bde,Aye…. It takes guts to get on a mound and have balls whizzing by your head. Being a pitcher isn’t easy🤣🤣,JOY,1,"",Aye. It takes guts to get on a mound and have balls whizzing by your head. Being a pitcher isn't easy :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing:,amusement (0.784),sport,cb1adc7b-760e-4593-8146-32a6fc43da85
3049e70d-9dd0-433c-8b56-dad3437220ae,"Mine doesn’t change to laundry icon 🤷🏻‍♀️ The iOS is 18 , iPhone 12 Pro",NEUTRAL,1,"","Mine doesn't change to laundry icon :woman_shrugging_light_skin_tone: The iOS is 18 , iPhone 12 Pro",neutral (0.991),tech,0c100486-e464-4868-9e3a-6c642dc7a037
aba69905-827e-4cf3-ba8b-9916475de5c3,Ain’t nobody got time for this 💩,NEUTRAL,0,ANGER,Ain't nobody got time for this :pile_of_poo:,neutral (0.916),tech,0c100486-e464-4868-9e3a-6c642dc7a037
a04b0a53-f043-462a-a83a-7a7c47e4e512,"That's so cool. Okay, I like that.",JOY,1,"","That's so cool. Okay, I like that.",admiration (0.727),tech,0c100486-e464-4868-9e3a-6c642dc7a037
863b75e0-d8ac-431d-ac0e-6df2225c933e,iramsfoodstory,NEUTRAL,1,"",iramsfoodstory,neutral (0.998),tech,0c100486-e464-4868-9e3a-6c642dc7a037
212bbf2e-4097-42f2-94c1-efe9b7dba7c5,😮😂,NEUTRAL,0,SURPRISE,:face_with_open_mouth: :face_with_tears_of_joy:,neutral (0.658),tech,17492f21-70d9-48f6-a5d5-6f760bc758a1
c2603b31-4982-45b2-be6b-937600b01cdd,👗 that red one looks good btw 😂😂,JOY,1,"",:dress: that red one looks good btw :face_with_tears_of_joy: :face_with_tears_of_joy:,joy (0.387),tech,17492f21-70d9-48f6-a5d5-6f760bc758a1
323d0347-a16f-449c-a1de-409342a574f7,Hamas is not freeing Palestine it is keeping it hostage under terror,NEUTRAL,1,"",Hamas is not freeing Palestine it is keeping it hostage under terror,neutral (0.913),tech,17492f21-70d9-48f6-a5d5-6f760bc758a1
1cc4ea7d-3aea-4984-b087-c4b23c4b56e6,Nip slip,NEUTRAL,1,"",Nip slip,neutral (0.998),tech,17492f21-70d9-48f6-a5d5-6f760bc758a1
1da30550-83bd-4273-99b4-74e17f17e24f,We got... We got MKBredressHD before GTA6 🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️,NEUTRAL,0,SURPRISE,We got... We got MKBredressHD before GTA6 :speaking_head: :speaking_head: :speaking_head: :speaking_head: :speaking_head: :speaking_head: :speaking_head: :speaking_head:,neutral (0.998),tech,17492f21-70d9-48f6-a5d5-6f760bc758a1
a35650de-ddbf-4177-932d-692676b42186,Massive,NEUTRAL,0,JOY,Massive,neutral (0.968),tech,437608dc-07d8-4437-8175-3a3b7f361306
b92f68d8-f2cf-4ecc-ae1c-0d326d78ab31,"However, over an extended period, the hinges tend to develop creases.",NEUTRAL,1,"","However, over an extended period, the hinges tend to develop creases.",neutral (0.963),tech,437608dc-07d8-4437-8175-3a3b7f361306
ada7722e-b346-4ae8-9973-ea381502a53b,Nice review 👏,JOY,1,"",Nice review :clapping_hands:,admiration (0.984),tech,437608dc-07d8-4437-8175-3a3b7f361306
05ce0d19-b7fa-4907-b022-268af4bd080d,Jerry Wya,NEUTRAL,1,"",Jerry Wya,neutral (0.998),tech,437608dc-07d8-4437-8175-3a3b7f361306
b293dd42-2c54-4daf-af9e-f61f45f48748,Doug’s the type of guy to invade another man’s video to showcase quirks and features of someone else’s car.,NEUTRAL,1,"",Doug's the type of guy to invade another man's video to showcase quirks and features of someone else's car.,neutral (0.984),tech,437608dc-07d8-4437-8175-3a3b7f361306
f385f0f8-ea07-4d12-bc33-6d3b3cac03b3,😂😂,NEUTRAL,0,JOY,:face_with_tears_of_joy: :face_with_tears_of_joy:,neutral (0.481),tech,629c5f2d-c9db-4ad2-b297-a69ec903e799
66d73d30-6489-47c8-a202-d69e1b3537a2,It’s a land guppy,NEUTRAL,1,"",It's a land guppy,neutral (0.997),tech,629c5f2d-c9db-4ad2-b297-a69ec903e799
9a66b1f9-ee90-455f-b3e4-385b0328dfec,I would buy it so much love it,JOY,1,"",I would buy it so much love it,love (0.986),tech,629c5f2d-c9db-4ad2-b297-a69ec903e799
ac95b87a-7d40-426f-805a-d8ba2f20f580,And their stocks too,NEUTRAL,1,"",And their stocks too,neutral (0.998),tech,629c5f2d-c9db-4ad2-b297-a69ec903e799
b6f09497-3e0a-42f1-b92e-992197fc275d,Lol was that you in the trunk??,JOY,1,"",Lol was that you in the trunk??,amusement (0.984),tech,629c5f2d-c9db-4ad2-b297-a69ec903e799
e03cdc24-e311-4cd6-b995-661322901a99,Just buy Samsung bro,NEUTRAL,0,SADNESS,Just buy Samsung bro,neutral (0.997),tech,6bda7d25-32ab-4299-a4f5-52d8ddb44a1a
92d28814-bedd-46b3-99b5-db051a8ff42d,Mmm give it a try with your RED 🙌 let's see what happens,JOY,0,ANGER,Mmm give it a try with your RED :raising_hands: let's see what happens,optimism (0.274),tech,6bda7d25-32ab-4299-a4f5-52d8ddb44a1a
46b65169-d23b-43f4-a8bd-a64c0e9f3091,Lidar is very probable,NEUTRAL,1,"",Lidar is very probable,neutral (0.947),tech,6bda7d25-32ab-4299-a4f5-52d8ddb44a1a
c44b5945-a47f-4744-818f-2acfc1270056,"LIDAR is a new thing. But Apple iphone cameras are the most impacted in any lasers in night clubs and musical concerts, it already put in social media. But this is new, a new tech implementation creating a new real world problem.",NEUTRAL,1,"","LIDAR is a new thing. But Apple iphone cameras are the most impacted in any lasers in night clubs and musical concerts, it already put in social media. But this is new, a new tech implementation creating a new real world problem.",neutral (0.934),tech,6bda7d25-32ab-4299-a4f5-52d8ddb44a1a
3632fdb4-2162-4373-9fc5-e0683a1c630a,@jcfullmer going to get this for @patrickt716 and have it activate anytime he uses flash stupidly,NEUTRAL,1,"",going to get this for and have it activate anytime he uses flash stupidly,neutral (0.962),tech,89cb4fc4-84e2-4db5-b1ee-9fc84781f08d
6b593044-4f63-42d6-a8f2-647f7f831542,Thanks. I'll make sure not to do this,JOY,1,"",Thanks. I'll make sure not to do this,gratitude (0.999),tech,89cb4fc4-84e2-4db5-b1ee-9fc84781f08d
aa0a8ee5-eaf6-4ddf-8106-9af278045324,Cyberpunk Era LOADING 😎,NEUTRAL,0,JOY,Cyberpunk Era LOADING :smiling_face_with_sunglasses:,neutral (0.995),tech,89cb4fc4-84e2-4db5-b1ee-9fc84781f08d
9f0bff55-3c9a-4a8a-9bac-b3b96529f886,This kinda tech is too much in my opinion. It's cool for sure...but a determent to society always being this connected/distracted!,JOY,0,NEUTRAL,This kinda tech is too much in my opinion. It's cool for sure...but a determent to society always being this connecteddistracted!,approval (0.846),tech,89cb4fc4-84e2-4db5-b1ee-9fc84781f08d
3d78aa43-09c5-459f-9ef8-d702faffa916,I’ve a friend who’s weekend gig work is to listen to these radios and making sure it’s not getting tampered. Very cool tech as an EE,JOY,1,"",I've a friend who's weekend gig work is to listen to these radios and making sure it's not getting tampered. Very cool tech as an EE,admiration (0.753),tech,911542e5-75da-4eef-8d04-362b4d451472
1d680973-6ff8-4f96-9af8-992865ed863c,Very cool,JOY,1,"",Very cool,admiration (0.968),tech,911542e5-75da-4eef-8d04-362b4d451472
83cd20f3-5829-4369-84be-1577296911f6,Thank you.,JOY,1,"",Thank you.,gratitude (0.999),tech,911542e5-75da-4eef-8d04-362b4d451472
cc5b062f-35b4-4b94-b8dc-a9a3c7cd53c6,VIKINGS!!!!!!! GREAT CHOICE!,JOY,1,"",VIKINGS!!!!!!! GREAT CHOICE!,admiration (0.995),tech,911542e5-75da-4eef-8d04-362b4d451472
1a9e2a2f-c2ef-43ac-8a83-ae8adff72fe7,I always wanted to know thank you!! 🙏🏼,JOY,1,"",I always wanted to know thank you!! :folded_hands_mediumlight_skin_tone:,gratitude (0.66),tech,911542e5-75da-4eef-8d04-362b4d451472
6a9b2a66-fd6e-4675-a814-55ffb2bf5e3b,💎💎💎,NEUTRAL,1,"",:gem_stone: :gem_stone: :gem_stone:,neutral (0.998),tech,a616549e-846e-4f2a-8263-3bf600602d78
9fbe499b-0863-4f80-9301-ef0c74d80b26,"Because it’s ceramic, can you sharpen a knife on the back?",NEUTRAL,0,SURPRISE,"Because it's ceramic, can you sharpen a knife on the back?",neutral (0.501),tech,a616549e-846e-4f2a-8263-3bf600602d78
08bcde54-3c1b-4685-9916-8baf2dc7b4e1,"Oneplus 15: I'm not in danger, I'm the danger.",NEUTRAL,1,"","Oneplus 15: I'm not in danger, I'm the danger.",neutral (0.937),tech,a616549e-846e-4f2a-8263-3bf600602d78
f39808b8-a086-47cf-8f76-0dea10ec2206,SO WE CAN SHARP A KNIFE ON IT,NEUTRAL,0,SURPRISE,SO WE CAN SHARP A KNIFE ON IT,neutral (0.99),tech,a616549e-846e-4f2a-8263-3bf600602d78
77ab9d8f-8259-4385-a67a-3bace8f55f7d,🔥,NEUTRAL,0,JOY,:fire:,neutral (0.998),tech,ae599560-e889-496f-b9c8-6cb04da85317
1fb745a0-1486-4877-b969-d900a2c5fafb,People complaining about Cpu in apple vision ! Having more horsepowers in a car doesnt mean its better or must be more expensive ! No one will use a VR headset in a heavy multitasking ! 🫩,NEUTRAL,0,ANGER,People complaining about Cpu in apple vision ! Having more horsepowers in a car doesnt mean its better or must be more expensive ! No one will use a VR headset in a heavy multitasking ! :face_with_bags_under_eyes:,neutral (0.597),tech,ae599560-e889-496f-b9c8-6cb04da85317
f8daf430-c2ec-4850-b659-32e3ecc23862,who tf honestly uses this crap and for what,ANGER,1,"",who tf honestly uses this crap and for what,anger (0.463),tech,ae599560-e889-496f-b9c8-6cb04da85317
25592105-d45b-4963-89c4-a5a2632ab9b3,Samsung constantly running circles around Apple smh,NEUTRAL,0,SADNESS,Samsung constantly running circles around Apple smh,neutral (0.997),tech,ae599560-e889-496f-b9c8-6cb04da85317
02f3a81f-2c8b-438b-bf42-4b83a79ccfd2,And the Samsung Vision Pro is gonna break after a year of use just like all their appliances.,NEUTRAL,1,"",And the Samsung Vision Pro is gonna break after a year of use just like all their appliances.,neutral (0.976),tech,ae599560-e889-496f-b9c8-6cb04da85317
5d161872-8fc6-47c7-8448-7c76d57dba33,10000 mah is crazy,JOY,1,"",10000 mah is crazy,excitement (0.419),tech,c6c4a090-2f6b-42df-8f54-9614f9287179
